1;18044756.963092215;594211.6651137862;True;equal;1;1;0;0
2;9106312.818200745;28484.435714359333;True;equal;1;1;0;0
3;6074523.207686422;2888.013593286197;True;equal;1;1;0;0
4;4556196.642458623;395.6620077571013;True;equal;1;1;0;0
5;3644999.6417141315;108.56377503488183;True;equal;1;1;0;0
6;3037511.8237398085;52.442688204682284;True;equal;1;1;0;0
7;2603586.387193716;22.847049411179835;True;equal;1;1;0;0
8;2278140.4345203955;14.27084074548807;True;equal;1;1;0;0
9;2025015.2208744125;11.911234044147985;True;equal;1;1;0;0
10;1822514.8546102326;11.391294489435282;True;equal;1;1;0;0
11;1656833.424150774;11.258003329224197;True;equal;1;1;0;0
12;1519154.2764594206;5015.448687309326;True;equal;1;1;0;0
13;1402451.1418368088;123.29424203354324;True;equal;1;1;0;0
14;1302483.3594453954;59281.64732437335;True;equal;1;1;0;0
15;1215756.1651273093;61.352495047536564;True;equal;1;1;0;0
16;1140069.5637619044;9.87642680497786;True;equal;1;1;0;0
17;1073007.557550169;9.718191324249107;True;equal;1;1;0;0
18;1013539.2360024996;202.6442227929752;True;equal;1;1;0;0
19;960240.9656465291;171.98712558796663;True;equal;1;1;0;0
20;912295.8918071653;14.263587385494665;True;equal;1;1;0;0
21;868969.711750461;11.219298397960008;True;equal;1;1;0;0
22;829471.8725227963;12.808138854899948;True;equal;1;1;0;0
23;793444.9741916478;10.544642069723487;True;equal;1;1;0;0
24;760401.622623097;14.78450816162029;True;equal;1;1;0;0
25;730001.853944303;190.14041793944025;True;equal;1;1;0;0
26;701933.3631515604;75.91592708174974;True;equal;1;1;0;0
27;675944.5156401522;12.967586708572107;True;equal;1;1;0;0
1;1919185.5286412537;22.132175196443825;False;equal;1;1;0;0
2;959603.5947273604;20.752306935655096;False;equal;1;1;0;0
3;639742.3586666588;18.479295551934154;False;equal;1;1;0;0
4;479811.3285441891;19.32013598973015;False;equal;1;1;0;0
5;383852.5363985081;16.740387551702735;False;equal;1;1;0;0
6;319879.95418427396;16.091306512777283;False;equal;1;1;0;0
7;274185.1896275291;17.875487521330097;False;equal;1;1;0;0
8;239936.57087350092;6720.995093997361;False;equal;1;1;0;0
9;216249.68589168825;163.81654663891152;False;equal;1;1;0;0
10;194627.46344973374;140.30102029765186;False;equal;1;1;0;0
11;178126.68780160532;25.59866479959211;False;equal;1;1;0;0
12;163960.99621224994;1933.4120259549184;False;equal;1;1;0;0
13;152144.3551821405;15.901253675093438;False;equal;1;1;0;0
14;142158.28844392995;54904.513316292876;False;equal;1;1;0;0
15;133097.44332640606;24.96637971923345;False;equal;1;1;0;0
16;125654.62932980333;37.482786611390935;False;equal;1;1;0;0
17;118946.07382276435;15.651782405722424;False;equal;1;1;0;0
18;112764.46537706067;13.523992373635084;False;equal;1;1;0;0
19;107214.13096051603;129.14364477072039;False;equal;1;1;0;0
20;102258.26946047808;8388.278374422824;False;equal;1;1;0;0
21;97974.42250791963;83.27759889184956;False;equal;1;1;0;0
22;94029.00685074982;646.842220095028;False;equal;1;1;0;0
23;90097.3257693796;22135.036962504124;False;equal;1;1;0;0
24;86785.25303485618;12559.531979201023;False;equal;1;1;0;0
25;83534.38159404574;31.827497341387506;False;equal;1;1;0;0
26;80637.94919963059;301656.3444920844;False;equal;1;1;0;0
